StockCode,Description,TotalRevenue,TotalQuantity,UniqueInvoices,UniqueCustomers
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,995.4599999999999,2630,113,104
23377,PACK OF 12 DOLLY GIRL TISSUES,468.0,1200,80,69
23378,PACK OF 12 50'S CHRISTMAS TISSUES,1270.59,3413,144,127
23379,PACK OF 12 RED APPLE TISSUES,428.01,1175,50,49
23380,PACK OF 12 DOILEY TISSUES,28.08,72,2,2
23380,PACK OF 12 VINTAGE DOILY TISSUES,783.6899999999999,2087,92,85
23381,PACK OF 12 VINTAGE LEAF TISSUES ,544.62,1474,64,59
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,6155.04,1712,163,136
23388,WOODLAND MINI BACKPACK,3133.6000000000004,784,133,114
23388,WOODLAND MINI RUCKSACK ,20.75,5,2,2
23389,SPACEBOY MINI BACKPACK,4134.5,1030,201,157
23389,SPACEBOY MINI RUCKSACK,53.95,13,4,4
23390,DOLLY GIRL MINI BACKPACK,2838.9500000000003,713,144,116
23390,DOLLY GIRL MINI RUCKSACK,33.2,8,2,2
23391, I LOVE LONDON MINI BACKPACK,1449.8500000000001,359,68,58
23391, I LOVE LONDON MINI RUCKSACK,4.15,1,1,1
23392,SPACEBOY ROCKET LOLLY MAKERS,1165.28,587,78,70
23393,HOME SWEET HOME CUSHION COVER ,2861.25,763,201,165
23394,POSTE FRANCE CUSHION COVER,1470.0,392,119,90
23395,BELLE JARDINIERE CUSHION COVER,2555.73,683,175,141
23396,BUTTERFLY CUSHION COVER,30.0,8,2,2
23396,LA JARDIN BOTANIQUE CUSHION COVER,300.0,80,23,23
23396,LE JARDIN BOTANIQUE CUSHION COVER,1948.23,521,139,114
23397,FOOT STOOL HOME SWEET HOME ,4069.9,434,176,139
23398,HANGING HEART BONHEUR,495.83,587,57,53
23399,HOME SWEET HOME HANGING HEART,1539.6299999999999,1815,176,146
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,2247.36,448,95,76
23401,RUSTIC MIRROR WITH LACE HEART,2155.51,443,70,59
23402,HOME SWEEET HOME 3 PEG HANGER ,93.75,25,4,4
23402,HOME SWEET HOME 3 PEG HANGER ,934.1700000000001,255,51,44
23403,LETTER HOLDER HOME SWEET HOME,1980.31,595,110,80
23404,HOME SWEET HOME BLACKBOARD,4108.58,969,136,104
23405,HOME SWEET HOME 2 DRAWER CABINET,1128.05,235,57,54
23406,HOME SWEET HOME KEY HOLDER,2148.54,434,94,65
23407,SET OF 2 TRAYS HOME SWEET HOME,2426.72,250,118,103
23408,PHOTO FRAME LINEN AND LACE SMALL,644.8000000000001,310,59,53
23409,PHOTO FRAME LINEN AND LACE LARGE,771.72,208,41,39
23410,CURIO CABINET LINEN AND LACE ,290.1,36,18,16
23411, TRELLIS COAT RACK,1016.5500000000001,217,46,42
23412,HEART MIRROR ANTIQUE WHITE,2269.14,351,71,64
23413,DECORATIVE VINTAGE COFFEE  BOX,208.2,44,16,13
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,49.5,10,4,4
23413,VINTAGE COFFEE GRINDER BOX,485.7,102,23,20
23414,ZINC BOX SIGN HOME,1348.01,139,62,58
23415,HOME SWEET HOME HOOK,405.6,326,45,42
23416,CHAMBRE HOOK,155.07,123,18,18
23417,BATHROOM HOOK,137.76,140,21,21
23418,LAVENDER TOILETTE BOTTLE,1066.88,533,60,55
23419,HOME SWEET HOME BOTTLE ,895.0400000000001,437,61,56
23420,PANTRY HOOK TEA STRAINER ,330.72,159,28,26
23421,PANTRY HOOK SPATULA,316.16,152,26,24
23422,PANTRY HOOK BALLOON WHISK ,407.68,196,31,29
23423,PANTRY 3 HOOK ROLLING PIN HANGER,757.5,202,51,47
23424,GINGHAM RECIPE BOOK BOX,1966.95,409,103,87
23425,STORAGE TIN HOME SWEET HOME,435.43,237,35,35
23426,METAL SIGN DROP YOUR PANTS,3186.7799999999997,1230,171,126
23427,STOOL HOME SWEET HOME ,2635.9,227,106,87
23428,IVORY RETRO KITCHEN WALL CLOCK,559.5,70,26,25
23429,RED RETRO KITCHEN WALL CLOCK,358.6,44,20,19
23430,BLUE RETRO KITCHEN WALL CLOCK,285.25,35,17,16
23431,NATURAL HANGING QUILTED HEARTS ,1113.13,1427,67,63
23432,PRETTY HANGING QUILTED HEARTS,1045.2,1272,70,65
23433,HANGING QUILTED PATCHWORK APPLES,1003.1700000000001,1215,82,76
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,1624.5,1782,134,129
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,606.28,676,44,40
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,185.0,148,9,9
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,2066.65,1781,83,82
23437, 50'S CHRISTMAS GIFT BAG LARGE,2272.25,1885,109,106
23437,GIFT BAG LARGE 50'S CHRISTMAS,30.0,24,2,2
23438, RED SPOT GIFT BAG LARGE,2023.5,1686,92,82
23438,GIFT BAG LARGE SPOT ,120.0,96,6,6
23439,HAND WARMER RED LOVE HEART,7574.1,3721,371,268
23440,PAINT YOUR OWN EGGS IN CRATE,299.36,164,5,5
23441,HAND PAINTED HANGING EASTER EGG,9.24,22,3,3
23442,12 HANGING EGGS HAND PAINTED,83.2,40,7,7
23444,Next Day Carriage,1200.0,79,79,63
23445,ICE CREAM BUBBLES,2131.0099999999998,2647,94,81
23446,BLUE BUNNY EASTER EGG BASKET,230.25,157,3,3
23447,PINK BUNNY EASTER EGG BASKET,231.9,158,4,4
23448,CREAM BUNNY EASTER EGG BASKET,41.25,25,3,3
23449,SET OF 6 EASTER RAINBOW CHICKS,15.0,12,1,1
23451,SQUARE MINI PORTRAIT FRAME,519.0,268,44,38
23452,HEART MINI PORTRAIT FRAME,990.9,510,81,69
23453,OVAL  MINI PORTRAIT FRAME,611.85,315,46,40
23454,SET OF 3 MINI HANGING PORTRAITS,123.2,32,2,2
23454,THREE MINI HANGING FRAMES,535.35,129,44,39
23455,SMALL PARLOUR FRAME,106.98000000000002,42,2,2
23455,SMALL PARLOUR PICTURE FRAME,459.56,164,32,30
23456,MEDIUM PARLOUR FRAME ,84.1,22,2,2
23456,MEDIUM PARLOUR PICTURE FRAME ,550.0,136,34,31
23457,LARGE PARLOUR FRAME,122.85,27,2,2
23457,LARGE PARLOUR PICTURE FRAME,375.75,77,27,25
23458,DOLLY CABINET 3 DRAWERS ,762.4499999999999,51,30,30
23459,DOLLY CABINET 2 DRAWERS ,412.5,33,19,19
23460,SWEETHEART WALL TIDY ,1007.0799999999999,108,43,41
23461,SWEETHEART BIRD HOUSE,2908.55,829,83,75
23462,ROCOCO WALL MIROR,39.9,2,1,1
23462,ROCOCO WALL MIRROR WHITE,1442.25,75,43,42
23463,VINTAGE ZINC WATERING CAN,119.39999999999999,12,7,7
23464,VINTAGE ZINC WATERING CAN SMALL,79.2,16,6,6
23465,TUSCAN VILLA BIRD FEEDER,132.0,16,8,8
23465,TUSCAN VILLA FEEDING STATION,99.0,12,7,7
23466,TUSCAN VILLA DOVECOTE,99.0,12,4,4
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,299.25,37,17,17
23467,VINTAGE ZINC PLANTER  ,75.66999999999999,23,5,5
23468,TUSCAN VILLA BIRD TABLE ,156.75,19,11,11
23469,CARD HOLDER LOVE BIRD SMALL,1255.76,320,63,61
23470,CARD HOLDER LOVE BIRD LARGE ,1323.4,220,75,70
23471,SIX DRAWER OFFICE TIDY,596.0,64,26,26
23472, NINE DRAWER OFFICE TIDY,777.9,54,30,29
23473,WOODLAND SMALL RED FELT HEART,530.83,665,43,41
23474,WOODLAND SMALL BLUE FELT HEART,246.51000000000002,297,27,26
23475,WOODLAND SMALL PINK FELT HEART,232.4,280,26,25
23476,WOODLAND LARGE RED FELT HEART,247.5,198,18,18
23477,WOODLAND LARGE BLUE FELT HEART,106.25,85,8,8
23478,WOODLAND LARGE PINK FELT HEART,307.18,278,10,9
23479,WIRE EGG BASKET ,819.65,109,40,35
23480,MINI LIGHTS WOODLAND MUSHROOMS,6118.59,1718,173,143
23481,PEARLISED IVORY HEART SMALL ,266.21,217,27,23
23482,PEARLISED IVORY HEART LARGE ,651.15,415,36,32
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1526.62,1310,66,57
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,331.42,118,20,20
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,152.24,56,5,5
23485,BOTANICAL GARDENS WALL CLOCK ,5719.0,259,80,70
23486,ANTIQUE HEART SHELF UNIT,3879.15,267,68,64
23487,SWEET HEART CAKE CARRIER,754.0,78,42,41
23489,"GARLAND, VINTAGE BELLS",265.88,92,10,10
23489,VINTAGE BELLS GARLAND,2246.56,784,127,116
23490,T-LIGHT HOLDER HANGING LOVE BIRD,1965.63,533,95,83
23491,VINTAGE JINGLE BELLS HEART,1864.5,226,76,64
23492,VINTAGE JINGLE BELLS WREATH,610.5,74,26,24
23493,VINTAGE DOILY TRAVEL SEWING KIT,6736.2,3516,349,282
23494,VINTAGE DOILY DELUXE SEWING KIT ,4194.900000000001,722,176,145
23495,SET OF 3 PANTRY WOODEN SPOONS,240.0,192,24,21
23496,PANTRY KITCHEN THERMOMETER ,110.0,88,22,21
23497,CLASSIC CHROME BICYCLE BELL ,3431.35,2451,170,149
23497,CLASSIC CROME BICYCLE BELL ,77.4,60,2,2
23498,CLASSIC BICYCLE CLIPS ,2200.15,1587,86,77
23499,SET 12 VINTAGE DOILY CHALK ,522.48,1244,93,86
23500,KEY RING BASEBALL BOOT ASSORTED ,1928.8,1580,84,76
23501,KEY RING BASEBALL BOOT UNION JACK,2103.3,1770,85,77
23502,PLAYING CARDS VINTAGE DOILEY ,16.25,13,2,2
23502,PLAYING CARDS VINTAGE DOILY ,822.73,677,85,78
23503,PLAYING CARDS KEEP CALM & CARRY ON,4242.96,3432,327,284
23504,PLAYING CARDS JUBILEE UNION JACK,2073.73,1661,190,164
23505,PLAYING CARDS I LOVE LONDON ,1238.5,1058,104,93
23506,MINI PLAYING CARDS SPACEBOY ,1106.28,2694,127,114
23507,MINI PLAYING CARDS BUFFALO BILL ,1128.18,2839,101,91
23508,MINI PLAYING CARDS DOLLY GIRL ,1013.0400000000001,2472,106,95
23509,MINI PLAYING CARDS FUN FAIR ,433.2,1040,54,51
23510,MINI PLAYING CARDS GYMKHANA,901.74,2297,95,90
23511,EMBROIDERED RIBBON REEL EMILY ,1046.42,524,85,83
23512,EMBROIDERED RIBBON REEL ROSIE,921.46,484,49,46
23513,EMBROIDERED RIBBON REEL SUSIE ,1072.96,556,62,59
23514,EMBROIDERED RIBBON REEL SALLY ,909.14,458,62,57
23515,EMBROIDERED RIBBON REEL DAISY ,1075.3799999999999,558,59,58
23516,EMBROIDERED RIBBON REEL SOPHIE  ,1025.01,291,40,39
23517,EMBROIDERED RIBBON REEL REBECCA ,860.88,312,51,50
23518,EMBROIDERED RIBBON REEL RACHEL ,954.93,357,41,40
23519,EMBROIDERED RIBBON REEL CLAIRE,755.01,219,19,18
23520,EMBROIDERED RIBBON REEL RUBY ,585.63,165,30,30
23521,CAT AND BIRD WALL ART,323.64,270,4,3
23521,WALL ART CAT AND BIRD ,324.98,118,18,18
23522,DOG AND BALL WALL ART,425.88,252,4,3
23522,WALL ART DOG AND BALL ,226.29,89,17,17
23523,TREASURE AHOY WALL ART,833.46,270,16,15
23523,WALL ART TREASURE AHOY ,317.97,87,22,21
23524,HORSE & PONY WALL ART,797.3100000000001,256,17,16
23524,WALL ART HORSE & PONY ,644.6700000000001,209,34,27
23525,BUFFALO BILL WALL ART ,845.22,246,15,15
23525,WALL ART BUFFALO BILL ,932.6700000000001,321,29,24
23526,DOG LICENCE WALL ART,2081.64,408,29,28
23526,WALL ART DOG LICENCE ,2265.18,474,62,57
23527,ANIMALS AND NATURE WALL ART,923.97,267,17,16
23527,WALL ART ANIMALS AND NATURE ,471.0,148,26,25
23528,SPACEBOY WALL ART,885.9000000000001,306,13,12
23528,WALL ART SPACEBOY,495.48,156,21,20
23529,DOLLY GIRL WALL ART,1055.94,318,11,10
23529,WALL ART DOLLY GIRL ,896.3700000000001,311,19,18
23530,WALL ART ONLY ONE PERSON ,4211.55,1031,73,59
23530,"WALL ART,ONLY ONE PERSON ",29.700000000000003,6,1,1
23531,WALL ART BIG LOVE ,5319.36,960,97,77
23532,WALL ART WORK REST AND PLAY  ,853.47,205,26,23
23533,WALL ART GARDEN HAVEN ,936.34,210,31,27
23534,STOP FOR TEA WALL ART,2572.7,518,41,40
23534,WALL ART STOP FOR TEA ,3748.1800000000003,688,153,131
23535,BICYCLE SAFTEY WALL ART,2371.94,458,39,38
23535,WALL ART BICYCLE SAFETY,3412.52,644,120,102
23535,WALL ART BICYCLE SAFTEY ,114.15,21,3,3
23536,VILLAGE SHOW WALL ART,2072.42,386,18,17
23536,WALL ART VILLAGE SHOW ,1201.6100000000001,227,56,53
23537,I LOVE LONDON WALL ART,59.400000000000006,12,2,2
23537,WALL ART I LOVE LONDON ,387.3,86,19,18
23538,WALL ART VINTAGE HEART,1273.92,326,27,25
23539,"WALL ART , LOVES' SECRET ",47.6,8,2,2
23539,WALL ART LOVES' SECRET ,1082.1100000000001,229,33,31
23540,"WALL ART , THE MAGIC FOREST ",13.9,2,1,1
23540,WALL ART THE MAGIC FOREST ,876.64,144,9,8
23541,"WALL ART ,PUDDINGS ",61.2,8,2,2
23541,WALL ART CLASSIC PUDDINGS ,6093.49,821,118,95
23542,70'S ALPHABET WALL ART,1043.1,150,15,14
23542,WALL ART 70'S ALPHABET ,2399.58,334,55,44
23543,KEEP CALM WALL ART ,2015.97,269,20,19
23543,WALL ART KEEP CALM ,4853.5,958,74,64
23544,WALL ART MID CENTURY MODERN ,1015.78,164,20,17
23545,WRAP RED DOILEY,157.5,375,15,15
23545,WRAP RED VINTAGE DOILY,866.0,2100,68,63
23546,WRAP PAISLEY PARK ,1365.0,3250,120,106
23547,WRAP FLOWER SHOP  ,661.5,1575,62,57
23548,WRAP MAGIC FOREST ,451.5,1075,43,42
23549,WRAP BIRD GARDEN ,546.0,1300,51,46
23550,WRAP ALPHABET POSTER  ,761.0,1850,63,60
23551,PACK OF 12 PAISLEY PARK TISSUES ,629.4599999999999,1614,95,88
23552,BICYCLE PUNCTURE REPAIR KIT ,3336.7200000000003,1730,103,93
23553,LANDMARK FRAME CAMDEN TOWN ,6244.85,557,62,50
23554,LANDMARK FRAME OXFORD STREET,4730.65,419,54,49
23555,LANDMARK FRAME NOTTING HILL ,4730.65,419,48,45
23556,LANDMARK FRAME COVENT GARDEN ,4912.05,435,52,46
23557,LANDMARK FRAME BAKER STREET ,3867.85,347,29,25
23558,LANDMARK FRAME LONDON BRIDGE ,4604.2,410,47,43
23559,WOODLAND BUNNIES LOLLY MAKERS,1129.28,563,75,69
23560,SET OF 6 RIBBONS COUNTRY STYLE,447.07,163,20,20
23561,SET OF 6 RIBBONS PARTY,458.63,167,13,13
23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,678.27,243,37,37
23564,EGG CUP MILKMAID INGRID,703.51,587,42,39
23565,EGG CUP MILKMAID HELGA ,435.0,348,31,28
23566,EGG CUP MILKMAID HEIDI,919.52,784,46,44
23567,EGG CUP HENRIETTA HEN PINK,233.75,187,18,15
23568,EGG CUP HENRIETTA HEN CREAM ,664.52,580,28,24
23569,TRADTIONAL ALPHABET STAMP SET,4497.3,926,174,152
23570,TRADITIONAL PICK UP STICKS GAME ,2295.0,1836,231,203
23571,TRADITIONAL NAUGHTS & CROSSES,3300.9,2018,216,195
23574,PACKING CHARGE,105.0,14,14,9
23575,SNACK TRAY PAISLEY PARK,305.4,164,22,22
23576,SNACK TRAY RED VINTAGE DOILY,346.34999999999997,185,29,28
23578,SNACK TRAY RED GINGHAM,109.2,56,11,11
23579,SNACK TRAY I LOVE LONDON,276.15,149,24,22
23580,SNACK TRAY HAPPY FOREST  ,214.5,110,21,20
23581,JUMBO BAG PAISLEY PARK,8498.04,4358,302,230
23582,VINTAGE DOILY JUMBO BAG RED ,8508.220000000001,4434,234,186
23583,LUNCH BAG PAISLEY PARK  ,5251.25,3305,298,233
23597,PAPER BUNTING PAISLEY PARK,661.7,246,28,28
23598,PAPER BUNTING VINTAGE PARTY,1175.0,420,42,40
23630,SET 10 CARDS HANGING BAUBLES 17080,2.99,1,1,1
23660,HENRIETTA HEN MUG ,483.45000000000005,293,31,30
23661,MILK MAIDS MUG ,336.6,204,23,23
23664,FLOWER SHOP DESIGN MUG,1.65,1,1,1
23681,LUNCH BAG RED VINTAGE DOILY,2432.55,1547,118,105
23691,KEEP CALM BIRTHDAY WRAP,21.0,50,2,2
23691,WRAP KEEP CALM BIRTHDAY,460.5,1125,36,34
23692,WRAP A PRETTY THANK YOU,21.0,50,2,2
23694,PAISLEY PARK CARD,141.84,348,24,23
23695,DOILY THANK YOU CARD,286.62,703,44,41
23697,A PRETTY THANK YOU CARD,179.64000000000001,438,26,26
23702,High Resolution Image,27.0,4,3,3
23843,"PAPER CRAFT , LITTLE BIRDIE",168469.6,80995,1,1
35001G,HAND OPEN SHAPE GOLD,506.58,156,24,23
35001W,HAND OPEN SHAPE DECO.WHITE,270.02,92,5,5
35004B,SET OF 3 BLACK FLYING DUCKS,2251.15,475,47,30
35004C,SET OF 3 COLOURED  FLYING DUCKS,1882.6499999999999,393,38,28
35004G,SET OF 3 GOLD FLYING DUCKS,448.29999999999995,126,20,16
35004P,SET OF 3 PINK FLYING DUCKS,5.45,1,1,1
35095A,BLUE VICTORIAN FABRIC OVAL BOX,293.82,811,34,29
35095B,RED VICTORIAN FABRIC OVAL BOX,277.44,772,41,36
35241,ENAMEL BLUE RIM BISCUIT BIN,413.95,89,30,27
35265,COLOURFUL FLOWER FRUIT BOWL,50.25,16,11,11
35271S,GOLD PRINT PAPER BAG,3.6100000000000003,19,2,2
35400,WOODEN BOX ADVENT CALENDAR ,89.5,10,5,5
35443,RASTA IN BATH W SPLIFF ASHTRAY,5.949999999999999,7,5,5
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,690.0,1654,137,114
35591T,TURQUOISE CHRISTMAS TREE ,6.25,5,4,4
35597A,DUSTY PINK CHRISTMAS TREE 30CM,1.25,1,1,1
35597B,BLACKCHRISTMAS TREE 30CM,1.25,1,1,1
35597D,PINK/WHITE CHRISTMAS TREE 30CM,17.479999999999997,46,2,2
35598A,DUSTY PINK CHRISTMAS TREE 60CM,26.550000000000004,9,2,2
35598B,BLACK CHRISTMAS TREE 60CM,433.7,554,22,20
35598C,WHITE CHRISTMAS TREE 60CM,5.9,2,2,2
35598D,PINK/WHITE CHRISTMAS TREE 60CM,433.22,660,24,23
35599B,BLACK CHRISTMAS TREE 120CM,503.85,209,23,19
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,465.38,186,19,17
35607A,PINK FLUFFY CHRISTMAS DECORATION,4.5600000000000005,24,1,1
35607B,BLACK FEATHER CHRISTMAS DECORATION,18.240000000000002,96,7,7
35610A,PINK CHRISTMAS FLOCK DROPLET ,10.0,8,1,1
35610B,BLACK CHRISTMAS FLOCK DROPLET ,30.0,24,1,1
35610C,WHITE CHRISTMAS FLOCK DROPLET ,30.0,24,1,1
35637A,IVORY STRING CURTAIN WITH POLE ,363.7,166,24,23
35637C,PINK STRING CURTAIN WITH POLE,62.6,28,7,7
35638A,PINK AND BLACK STRING CURTAIN,82.1,38,5,5
35638B,PINK/BLUE STRING CURTAIN ,109.2,56,4,4
35645,VINTAGE BEAD PINK JEWEL BOX,17.0,4,3,2
35646,VINTAGE BEAD PINK EVENING BAG,668.88,513,44,32
35647,VINTAGE BEAD PINK SHADE ,16.25,13,2,2
35648,VINTAGE BEAD PINK PURSE ,774.7600000000001,812,60,40
35649,VINTAGE BEAD COSMETIC BAG ,51.82,16,6,5
35650,VINTAGE BEAD PINK JEWEL STAND,4.95,1,1,1
35651,VINTAGE BEAD PINK SCARF ,557.1,330,33,29
35653,VINTAGE BEAD NOTEBOOK,138.65,47,17,11
35809A,ENAMEL PINK TEA CONTAINER,374.11,388,40,37
35809B,ENAMEL BLUE RIM TEA CONTAINER,9.18,8,3,3
35810A,ENAMEL PINK COFFEE CONTAINER,545.38,602,52,46
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,155.03,147,21,18
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",63.28,162,5,5
35816P,"ACRYLIC JEWEL ANGEL,PINK",29.64,78,2,2
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",15.3,6,1,1
35817P,PINK ACRYLIC JEWEL SNOWFLAKE,4.5600000000000005,12,1,1
35818B,"ACRYLIC JEWEL ICICLE, BLUE",11.78,31,3,3
35818P,"ACRYLIC JEWEL ICICLE, PINK",99.18,261,17,15
35819B,"ACRYLIC HANGING JEWEL,BLUE",101.08,266,22,19
35819P,"ACRYLIC HANGING JEWEL,PINK",66.55,95,7,7
35833P,4 PINK FLOCK CHRISTMAS BALLS,45.0,36,11,8
35909A,RABBIT EASTER DECORATION,23.6,8,3,3
35909B,PINK FLOWERS RABBIT EASTER,23.6,8,2,2
35910A,MULTICOLOUR EASTER RABBIT ,39.0,20,4,4
35910B,PINK FLOWERS RABBIT EASTER,25.349999999999998,13,3,3
35911A,MULTICOLOUR RABBIT EGG WARMER,194.14999999999998,205,25,23
35911B,PINK/FLOWER RABBIT EGG WARMER ,35.7,17,4,4
35912B,WHITE/PINK CHICK DECORATION,283.89,249,18,15
35913B,WHITE/PINK CHICK EASTER DECORATION,28.9,34,9,8
35914,PINK CHICK EGG WARMER + EGG CUP,162.25,135,18,16
35915B,BLUE KNITTED HEN ,150.15,91,14,14
35915C,PEACH KNITTED HEN ,80.85000000000001,49,8,8
35916A,YELLOW FELT HANGING HEART W FLOWER,17.0,20,3,3
35916B,BLUE FELT HANGING HEART WITH FLOWER,5.1,6,1,1
35916C,PINK FELT HANGING HEART W FLOWER,45.9,54,5,5
35920,FOUR RABBIT EASTER DECORATIONS,83.75,67,11,11
35921,EASTER BUNNY HANGING GARLAND,67.5,54,11,9
35922,EASTER BUNNY WREATH,138.6,28,10,10
35923,CANDY HEART HANGING DECORATION,631.71,1265,41,30
35924,HANGING FAIRY CAKE DECORATION,1262.1000000000001,724,31,25
35933,PINK STOCKING CHRISTMAS DECORATION,84.36,222,16,15
35953,FOLKART STAR CHRISTMAS DECORATIONS,1281.1599999999999,3016,85,81
35954,SMALL FOLKART STAR CHRISTMAS DEC,244.23,1076,32,30
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,146.04,558,7,7
35958,FOLKART ZINC STAR CHRISTMAS DEC,10.2,12,3,3
35961,FOLKART ZINC HEART CHRISTMAS DEC,2127.39,2679,153,116
35964,FOLKART CLIP ON STARS,245.60999999999999,621,37,34
35965,FOLKART HEART NAPKIN RINGS,181.87,181,28,22
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,10.260000000000002,27,2,2
35967,FOLK ART METAL STAR T-LIGHT HOLDER,150.54,381,29,24
35968,FOLK ART METAL HEART T-LIGHT HOLDER,52.760000000000005,145,18,14
35970,ZINC FOLKART SLEIGH BELLS,7631.31,4627,339,270
35971,ROSE FOLKART HEART DECORATIONS,504.64,423,53,39
35972,DAISY FOLKART HEART DECORATION,120.0,96,16,14
37327,ASSTD MULTICOLOUR CIRCLES MUG,547.98,1374,45,36
37330,BIG POLKADOT MUG,2.34,6,1,1
37333,"RETRO ""TEA FOR ONE"" ",54.3,14,11,9
37340,MULTICOLOUR SPRING FLOWER MUG,803.74,2042,63,59
37342,POLKADOT COFFEE CUP & SAUCER PINK,1142.29,1435,63,50
37343,POLKADOT MUG PINK ,89.7,62,8,8
37351,ORANGE FLOWER MUG ,1.56,4,1,1
37370,RETRO COFFEE MUGS ASSORTED,2829.28,2504,113,72
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,7.5,6,1,1
37413,ICON MUG REVOLUTIONARY,283.71,701,79,52
37423,WHITE WITH BLACK CATS PLATE,33.18,78,3,3
37444A,YELLOW BREAKFAST CUP AND SAUCER,31.130000000000003,47,14,9
37444B,BLUE BREAKFAST CUP AND SAUCER ,11.8,4,3,2
37444C,PINK BREAKFAST CUP AND SAUCER ,30.45,19,7,5
37446,MINI CAKE STAND WITH HANGING CAKES,1764.8999999999999,1290,148,93
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,1104.8899999999999,757,76,51
37448,CERAMIC CAKE DESIGN SPOTTED MUG,2035.55,1399,154,78
37449,CERAMIC CAKE STAND + HANGING CAKES,5074.83,561,152,106
37450,CERAMIC CAKE BOWL + HANGING CAKES,1832.15,665,98,47
37461,FUNKY MONKEY MUG,1.25,1,1,1
37462E,"PET MUG, GOLDFISH",5.59,27,4,4
37464,ROBOT MUG IN DISPLAY BOX,3.75,3,2,2
37467,PIG MUG IN TWO COLOUR DESIGNS,60.04,128,11,11
37468,HARDMAN MUG 3 ASSORTED,24.57,63,12,11
37471,MULTICOLOUR POLKADOT PLATE,10.2,12,1,1
37475,SET/4 COLOURFUL MIXING BOWLS,522.16,56,29,27
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,160.39,17,9,9
37479B,CUBIC MUG FLOCK BLUE ON BROWN,60.33,127,17,16
37479P,CUBIC MUG FLOCK PINK ON BROWN,52.5,118,20,15
37482P,CUBIC MUG PINK POLKADOT,216.26999999999998,477,34,30
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,19.72,68,2,2
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,10.92,28,3,3
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,14.43,33,14,14
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,16.77,31,12,12
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,13.65,23,8,8
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,17.16,40,16,16
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,6.6,4,1,1
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,13.2,8,1,1
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,3.3,2,1,1
37495,FAIRY CAKE BIRTHDAY CANDLE SET,1547.4,428,84,75
37500,TEA TIME TEAPOT IN GIFT BOX,1972.46,338,80,53
37501,TEA TIME TEA SET IN GIFT BOX,708.9000000000001,102,29,28
37509,NEW ENGLAND MUG W GIFT BOX,5.1,2,2,2
40001,WHITE BAMBOO RIBS LAMPSHADE,573.7099999999999,755,35,23
40003,WHITE BAMBOO RIBS LAMPSHADE,154.95,147,11,10
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,10.2,12,4,4
40016,CHINESE DRAGON PAPER LANTERNS,1870.7,5524,75,54
40046A,RED DAISY PAPER LAMPSHADE,62.5,50,6,6
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,6.3,15,4,4
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,10.08,24,6,6
44091A,BLUE CRUSOE CHECK LAMPSHADE,3.78,9,3,3
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,11.899999999999999,14,5,4
44092C,PURPLE/COPPER HANGING LAMPSHADE,15.299999999999999,18,6,5
44228,CANNABIS LEAF BEAD CURTAIN,30.599999999999998,36,2,2
44234,ASSORTED CIRCULAR MOBILE,119.99999999999999,640,19,17
44235,ASS COL CIRCLE MOBILE ,173.15999999999997,474,6,6
44235,ASSORTED COLOURED CIRCLE MOBILE ,26.88,64,7,6
44236,PINK/PURPLE CIRCLE CURTAIN,56.52,52,6,6
44242A,LILAC FEATHERS CURTAIN,9.48,12,1,1
44242B,PINK FEATHERS CURTAIN,50.28,52,3,3
